breed_slug,platform,account_name,profile_url,handle,followers_seen,note,date_added,status
maltipoo,IG,Mia Mini Maltipoo,https://www.instagram.com/mia.mini.maltipoo/,@mia.mini.maltipoo,192K,"Maltipoo tips, dog recipes, dog-friendly travel",2026-07-15,new
maltipoo,IG,Ollie the Maltipoo,https://www.instagram.com/olliepopmaltipoo/,@olliepopmaltipoo,,Popular owner account,2026-07-15,new
mini-aussie,FB,Bellawoods Miniature Australian Shepherds,https://www.facebook.com/BellawoodsMiniatureAustralianShepherds/,page,,"Breeder page, Lithia FL",2026-07-15,new
mini-aussie,FB,EMASCD Erster Miniature Australian Shepherd Club (group),https://www.facebook.com/groups/615362293964853/,group,,European mini-aussie club group,2026-07-15,new
mini-aussie,FB,Golden State Mini Aussies,https://www.facebook.com/Goldenstateminiaussies/,@Goldenstateminiaussies,,"Hobby breeder, Roseville CA",2026-07-15,new
mini-aussie,FB,Mini Aussie and Mini American Breeders (group),https://www.facebook.com/groups/miniaussiebreeders/,group,,Breeder-focused group,2026-07-15,new
mini-aussie,FB,Mini Aussies In Texas,https://www.facebook.com/coopertx/,page,,"Breeder page, Stamford TX",2026-07-15,new
mini-aussie,FB,Miniature American Shepherd Club of the USA,https://www.facebook.com/OfficialMASCUSA,@OfficialMASCUSA,,"Official AKC parent-club page, Philpot KY",2026-07-15,new
mini-aussie,FB,Miniature American Shepherds in Australia,https://www.facebook.com/Mayminiaussies/,page,,Australian MAS community/kennel page,2026-07-15,new
mini-aussie,FB,Oak Savannah Aussies,https://www.facebook.com/oaksavannahaussies/,page,,Mini + small standard breeder page,2026-07-15,new
mini-aussie,FB,Painted Blue Aussies,https://www.facebook.com/paintedblueaussies/,page,,FB page of the Painted Blue Aussies blog/breeder,2026-07-15,new
mini-aussie,FB,Wild West Miniature American Shepherd Club,https://www.facebook.com/WILDWESTMINIATUREAMERICANSHEPHERDCLUB/,page,,"Regional club page, Gridley CA",2026-07-15,new
mini-aussie,FB,Wiseachers Miniature Australian Shepherds (group),https://www.facebook.com/groups/152725115576/,group,,Long-standing breed group,2026-07-15,new
mini-aussie,IG,Aspen the Mini Aussie,https://www.instagram.com/along_came_aspen/,@along_came_aspen,"6,546","Blue merle female, Tampa FL",2026-07-15,new
mini-aussie,IG,Australian Shepherd Lovers,https://www.instagram.com/aussie.lovers/,@aussie.lovers,173K,General-Aussie community account,2026-07-15,new
mini-aussie,IG,Australian Shepherd World,https://www.instagram.com/australianshepherdworld/,@australianshepherdworld,421K,Big general-Aussie community account (covers minis),2026-07-15,new
mini-aussie,IG,Baby The Mini Aussie,https://www.instagram.com/miniaussie_baby/,@miniaussie_baby,,SoCal mini aussie pet account,2026-07-15,new
mini-aussie,IG,Bodhi The Mini Aussie,https://www.instagram.com/bodhi_miniaussie/,@bodhi_miniaussie,,Pet account,2026-07-15,new
mini-aussie,IG,Cohen,https://www.instagram.com/life.as.cohen/,@life.as.cohen,22K,San Diego mini-American/aussie/border-collie mix adventure dog; via helloBARK roundup,2026-07-15,new
mini-aussie,IG,Hero the Aussie,https://www.instagram.com/herotheaussie/,@herotheaussie,48.3K,"Brooklyn mini aussie; handle seen in helloBARK ""20 Aussies to follow"" roundup",2026-07-15,new
mini-aussie,IG,Kiba the Mini Aussie,https://www.instagram.com/kiba.aussie/,@kiba.aussie,106K,"Red tri mini aussie, Seattle/PNW adventure dog (one source said 76K)",2026-07-15,new
mini-aussie,IG,Legends Mini Aussies,https://www.instagram.com/legendsminiaussies/,@legendsminiaussies,37K,"Breeder account, breed-standard focus",2026-07-15,new
mini-aussie,IG,Mini Aussie Doodle,https://www.instagram.com/mini.aussie.doodle/,@mini.aussie.doodle,"9,499",Mini-aussiedoodle breeder (adjacent),2026-07-15,new
mini-aussie,IG,Mini aussie of A Little Dream,https://www.instagram.com/miniature.australian.shepherd/,@miniature.australian.shepherd,,"Breed-named handle, kennel account",2026-07-15,new
mini-aussie,IG,iHeart Mini Aussies,https://www.instagram.com/iheartminiaussies/,@iheartminiaussies,33K,"Mini-aussie community/feature account, Orlando FL",2026-07-15,new
mini-dachshund,FB,Crusoe the Dachshund Fan Group,https://www.facebook.com/groups/CrusoeDachshundFans/,group,,Fan group of the biggest doxie celeb,2026-07-15,new
mini-dachshund,FB,Dachshund Lovers Club,https://www.facebook.com/groups/thedachshundlover/,group,,Owner community group,2026-07-15,new
mini-dachshund,FB,Dachshund Lovers Group,https://www.facebook.com/groups/dachshundus/,group,,Large general dachshund group,2026-07-15,new
mini-dachshund,FB,National Miniature Dachshund Club,https://www.facebook.com/nationalminituredachshundclub/,page,,Official NMDC page,2026-07-15,new
mini-dachshund,FB,The Miniature Dachshund Club,https://www.facebook.com/groups/165306133613149/,group,,Mini-specific group,2026-07-15,new
mini-dachshund,IG,Bruno the Mini Dachshund,https://www.instagram.com/brunotheminidachshund/,@brunotheminidachshund,281K,Popular single-dog account,2026-07-15,new
mini-dachshund,IG,Carolina Miniature Dachshunds,https://www.instagram.com/carolinaminis/,@carolinaminis,136K,"Breeder account, Gaffney SC",2026-07-15,new
mini-dachshund,IG,Crusoe the Dachshund,https://www.instagram.com/crusoe_dachshund/,@crusoe_dachshund,887K,"Biggest doxie celebrity; NYT-bestselling books, viral videos",2026-07-15,new
mini-dachshund,IG,Holly & Hazelnut,https://www.instagram.com/hollyandhazelnut/,@hollyandhazelnut,151K,LA duo; 2.4M on TikTok too,2026-07-15,new
mini-dachshund,IG,Maya the Mini Dachshund,https://www.instagram.com/mayathedox/,@mayathedox,223K,"Long-haired mini, Washington DC / N. Virginia",2026-07-15,new
mini-dachshund,IG,Maya the Sausage (+Peanut & Stella),https://www.instagram.com/mayathesausage/,@mayathesausage,87.6K,Multi-doxie + hedgehogs household,2026-07-15,new
mini-dachshund,IG,Milly & Maggie,https://www.instagram.com/mini_millyandmaggie_sausage/,@mini_millyandmaggie_sausage,36K,Mini red + black/tan duo,2026-07-15,new
mini-dachshund,IG,Miniature Dachshund Ireland & UK,https://www.instagram.com/miniature_dachshund_ireland/,@miniature_dachshund_ireland,"8,806",Community/feature account,2026-07-15,new
mini-dachshund,IG,Monty,https://www.instagram.com/montyminidachshund/,@montyminidachshund,180K,"""UK's number one Dachshund""",2026-07-15,new
mini-dachshund,IG,Myla the Mini Sausage,https://www.instagram.com/mylatheminisausage/,@mylatheminisausage,162K,Mini dachshund,2026-07-15,new
mini-dachshund,IG,Pepper,https://www.instagram.com/minipepperbrown/,@minipepperbrown,79K,"Mini dapple dachshund ""dog influencer""",2026-07-15,new
mini-dachshund,IG,River & Rain,https://www.instagram.com/river_the_mini_dachshund/,@river_the_mini_dachshund,136K,"Long-haired minis, beach content",2026-07-15,new
mini-dachshund,IG,Wilbur & Palmer,https://www.instagram.com/wilbur_minidox/,@wilbur_minidox,482K,Long-haired mini dachshunds,2026-07-15,new
mini-dachshund,IG,Winston,https://www.instagram.com/winstonminidachshund/,@winstonminidachshund,,"Notting Hill, London; organizes Hyde Park breed meetups (event-minded — great fit)",2026-07-15,new
mini-dachshund,IG,Zorro & Napoleon,https://www.instagram.com/zorroandnapoleon/,@zorroandnapoleon,50K,"""Australia's cheekiest sausage dogs""",2026-07-15,new
mini-french-bulldog,FB,Micro Frenchies,https://www.facebook.com/microfrenchies/,page,,FB arm of the 995K IG brand,2026-07-15,new
mini-french-bulldog,FB,Mini French Bulldog Puppies (LA),https://www.facebook.com/familyhomepuppies/,page,,"Breeder page, Los Angeles",2026-07-15,new
mini-french-bulldog,FB,Mini French Bulldog Pups,https://www.facebook.com/minifrenchbulldogpups/,page,,"Breeder page, Park Rapids MN",2026-07-15,new
mini-french-bulldog,IG,Baby the Mini Frenchie,https://www.instagram.com/baby.minifrenchie/,@baby.minifrenchie,"3,585","Blue mini Frenchie, Long Island NY",2026-07-15,new
mini-french-bulldog,IG,Bella the Teacup Frenchie,https://www.instagram.com/bellatheteacupfrenchie/,@bellatheteacupfrenchie,143,"Tiny account, San Diego — easy win for a feature swap",2026-07-15,new
mini-french-bulldog,IG,Micro Frenchies,https://www.instagram.com/microfrenchies/,@microfrenchies,995K,Self-styled creator of the Miniature French Bulldog; biggest account in niche,2026-07-15,new
mini-french-bulldog,IG,Miniature French Bulldog,https://www.instagram.com/miniaturefrenchbulldog/,@miniaturefrenchbulldog,"1,482",Sister account to microfrenchies,2026-07-15,new
mini-french-bulldog,IG,Out Of The Blue Frenchies,https://www.instagram.com/outoftheblue_frenchies/,@outoftheblue_frenchies,82K,"""Mother of Frenchies"" breeder account (mini-adjacent)",2026-07-15,new
mini-french-bulldog,IG,Rey The Mini Frenchie,https://www.instagram.com/reytheminifrenchie/,@reytheminifrenchie,23K,Mini Frenchie personality account,2026-07-15,new
mini-golden-retriever,FB,Escondido Acres Mini Golden Retrievers,https://www.facebook.com/p/Escondido-Acres-Mini-Golden-Retrievers-100057326205122/,page,,Breeder page,2026-07-15,new
mini-golden-retriever,FB,Mini Retrievers Australia,https://www.facebook.com/hilltopfamilypups/,@hilltopfamilypups,,Australian mini retriever lovers page (non-US),2026-07-15,new
mini-golden-retriever,FB,PNW Mini Goldens,https://www.facebook.com/pnwminigoldens/,@pnwminigoldens,,FB page of WA breeder,2026-07-15,new
mini-golden-retriever,FB,Pocket Full of Sunshine Miniature Golden Retrievers,https://www.facebook.com/p/Pocket-Full-of-Sunshine-Miniature-Golden-Retrievers-100064902314796/,page,,Columbus OH breeder page,2026-07-15,new
mini-golden-retriever,FB,Tiny Goldens,https://www.facebook.com/tinygoldens/,@tinygoldens,,San Clemente CA mini goldens page,2026-07-15,new
mini-golden-retriever,IG,Big Hearted Breeders,https://www.instagram.com/bigheartedbreeders/,@bigheartedbreeders,4607,"Breeder account, lifetime health guarantee angle",2026-07-15,new
mini-golden-retriever,IG,Kingston Mini Golden,https://www.instagram.com/kingston.minigolden/,@kingston.minigolden,2338,Individual dog account,2026-07-15,new
mini-golden-retriever,IG,Mini Golden Retriever Puppies,https://www.instagram.com/mini.goldenretrievers/,@mini.goldenretrievers,,Cocker x Golden mix puppies account,2026-07-15,new
mini-golden-retriever,IG,Mini Golden Retrievers,https://www.instagram.com/minigoldenretrievers/,@minigoldenretrievers,1153,"Community account, ""the forever puppy is real""",2026-07-15,new
mini-golden-retriever,IG,Mini Golden World,https://www.instagram.com/minigoldenworld/,@minigoldenworld,,Breed community account,2026-07-15,new
mini-golden-retriever,IG,Pacific Northwest Mini Goldens,https://www.instagram.com/pnwminigoldens/,@pnwminigoldens,3032,WA breeder account,2026-07-15,new
mini-golden-retriever,IG,Taylormade Mini Goldens,https://www.instagram.com/taylormade_mini_goldens/,@taylormade_mini_goldens,12000,"Breeder account (Michele Taylor), biggest mini golden IG found",2026-07-15,new
mini-golden-retriever,IG,Winnie the Mini Golden,https://www.instagram.com/winnie.the.minigolden/,@winnie.the.minigolden,,"Individual dog, Portland OR",2026-07-15,new
newfoundland,FB,Bear Paw Newfoundlands,https://www.facebook.com/bearpawnewfoundlands/,@bearpawnewfoundlands,,"Breeder, Tully NY",2026-07-15,new
newfoundland,FB,Colonial Newfoundland Rescue,https://www.facebook.com/ColonialNewf/,@ColonialNewf,,DC/MD/VA/WV rescue,2026-07-15,new
newfoundland,FB,Heart of America Newfoundland Rescue,https://www.facebook.com/newfrescue,@newfrescue,,Volunteer foster-based nonprofit,2026-07-15,new
newfoundland,FB,Minnesota Newfoundland Rescue,https://www.facebook.com/MNNewfRescue/,@MNNewfRescue,,North Branch MN,2026-07-15,new
newfoundland,FB,National Newfoundland Rescue,https://www.facebook.com/NationalNewfRescue/,@NationalNewfRescue,,US-wide 501c3,2026-07-15,new
newfoundland,FB,Newf Friends Newfoundland Dog Rescue,https://www.facebook.com/NewfFriends/,@NewfFriends,,"Ontario, Canada rescue",2026-07-15,new
newfoundland,FB,Newf Rescue (group),https://www.facebook.com/groups/NewfRescue/,group,,Rescue community group,2026-07-15,new
newfoundland,FB,Newfoundland Club of America,https://www.facebook.com/NCANewfs/,@NCANewfs,,Official parent-club page,2026-07-15,new
newfoundland,FB,Newfoundland Club of New England,https://www.facebook.com/NewfClubNE/,@NewfClubNE,,Regional club page,2026-07-15,new
newfoundland,FB,Newfoundland Dog Club of Canada,https://www.facebook.com/p/Newfoundland-Dog-Club-Of-Canada-Le-club-canadien-du-chien-Terre-Neuve-100068591364355/,page,,Bilingual national club page,2026-07-15,new
newfoundland,FB,Newfoundland Dog Lovers,https://www.facebook.com/newfoundlanddoglovers/,@newfoundlanddoglovers,,Fan page,2026-07-15,new
newfoundland,FB,Newfoundland Dog Lovers (page 2),https://www.facebook.com/newfoundlanddogloverspage/,@newfoundlanddogloverspage,,"Second fan page, same name",2026-07-15,new
newfoundland,FB,South Central Newfoundland Rescue,https://www.facebook.com/SCNewfRescue/,@SCNewfRescue,,IN/N-KY/W-OH,2026-07-15,new
newfoundland,FB,The Newfoundland Dog Owners & Lovers Group,https://www.facebook.com/groups/newfownerslovers/,group,,Large active owners group,2026-07-15,new
newfoundland,IG,Bruno Newfoundland,https://www.instagram.com/bruno_newfoundland/,@bruno_newfoundland,,Individual dog account,2026-07-15,new
newfoundland,IG,Chewie the Newfie,https://www.instagram.com/chewie.the.newfie/,@chewie.the.newfie,42K,Two-dog account (Chewbacca & Gus),2026-07-15,new
newfoundland,IG,Franklyn the Newf,https://www.instagram.com/franklynthenewf/,@franklynthenewf,103K,Halifax NS; owner Shauna Connors named in bio,2026-07-15,new
newfoundland,IG,Hugo the Newfie,https://www.instagram.com/hugo_the_newfie/,@hugo_the_newfie,63K,"70kg Newfie, Melbourne",2026-07-15,new
newfoundland,IG,Lily & Winston,https://www.instagram.com/lily_and_winston_the_newfies/,@lily_and_winston_the_newfies,,Two-Newfie account,2026-07-15,new
newfoundland,IG,Newfies of Norway,https://www.instagram.com/newfiesofnorway/,@newfiesofnorway,82K,Lasydog Newfoundlands kennel,2026-07-15,new
newfoundland,IG,Newfoundland Dog Company,https://www.instagram.com/newfoundlanddogcompany/,@newfoundlanddogcompany,,Breed-merch company account,2026-07-15,new
newfoundland,IG,Newfoundland Moments,https://www.instagram.com/newfoundlandmoments/,@newfoundlandmoments,23K,Fan/feature page,2026-07-15,new
newfoundland,IG,Newfoundland dog lover yu,https://www.instagram.com/newfoundlanddog_lover_yu/,@newfoundlanddog_lover_yu,38K,Fan page,2026-07-15,new
newfoundland,IG,Newfoundland dog pl ki,https://www.instagram.com/newfoundlanddog_pl_ki/,@newfoundlanddog_pl_ki,25K,Fan page,2026-07-15,new
newfoundland,IG,Newfystyle Newfoundlands,https://www.instagram.com/newfystyle_newfoundlands/,@newfystyle_newfoundlands,971,"Breeder, Gold Coast Australia",2026-07-15,new
newfoundland,IG,Paddle Paws (Newfs Australia),https://www.instagram.com/paddlepawsmegan/,@paddlepawsmegan,"1,496","Multi-Newf account, Australia",2026-07-15,new
newfoundland,IG,Ted the Newfoundland,https://www.instagram.com/tedthenewfoundland/,@tedthenewfoundland,17K,"Individual dog, South Wales",2026-07-15,new
pomsky,FB,IPA Pomskies (group),https://www.facebook.com/groups/IPAPomskies/,group,,IPA community group,2026-07-15,new
pomsky,FB,International Pomsky Association (page),https://www.facebook.com/InternationalPomskyAssociation/,page,,"IPA official page, pedigree database support",2026-07-15,new
pomsky,FB,"Pomsky Breeders, Owners, and Enthusiasts (group)",https://www.facebook.com/groups/1460768204569974/,group,,Large mixed breeder/owner group,2026-07-15,new
pomsky,FB,Pomsky Owners Association (group),https://www.facebook.com/groups/167554004601441/,group,,POA community group,2026-07-15,new
pomsky,FB,Pomsky Owners Association (page),https://www.facebook.com/PomskyOwnersAssociation/,@PomskyOwnersAssociation,"5,000+ likes",Official POA page,2026-07-15,new
pomsky,IG,American Pomsky Kennel Club,https://www.instagram.com/official_apkc/,@official_apkc,,Official APKC club account,2026-07-15,new
pomsky,IG,Brasil Pomsky,https://www.instagram.com/brasilpomsky/,@brasilpomsky,26K,Brazilian kennel since 2016 (non-English audience — lower priority),2026-07-15,new
pomsky,IG,Chai the Pomsky,https://www.instagram.com/chai.pomsky/,@chai.pomsky,,Pet account,2026-07-15,new
pomsky,IG,Eevee The Pomsky,https://www.instagram.com/eevee.the.pomsky/,@eevee.the.pomsky,,Pet account,2026-07-15,new
pomsky,IG,Kiara the Pomsky,https://www.instagram.com/kiarathepomsky/,@kiarathepomsky,46K,Orange County CA,2026-07-15,new
pomsky,IG,Mya The Pomsky,https://www.instagram.com/myathepomsky/,@myathepomsky,46K,Adventure content,2026-07-15,new
pomsky,IG,Norman The Pomsky,https://www.instagram.com/normanthepomsky/,@normanthepomsky,90K,"1,306 posts; classic pomsky pet account",2026-07-15,new
pomsky,IG,Pepper,https://www.instagram.com/pomsky/,@pomsky,22K,"Owns the @pomsky handle; Boston, owned by chef-YouTuber Nick DiGiovanni",2026-07-15,new
pomsky,IG,Pomsky (Gram),https://www.instagram.com/pomsky_dog/,@pomsky_dog,"1,350",Small pet account,2026-07-15,new
pomsky,IG,Pomsky Family,https://www.instagram.com/pomskyofficial/,@pomskyofficial,,Breed community account,2026-07-15,new
pomsky,IG,Ponderosa Pomskies,https://www.instagram.com/ponderosapomskies/,@ponderosapomskies,"2,670",Texas breeder,2026-07-15,new
pomsky,IG,Puppies & Facts,https://www.instagram.com/pomskies/,@pomskies,,Breed community/facts account,2026-07-15,new
pomsky,IG,Purebred Pomsky,https://www.instagram.com/purebredpomsky/,@purebredpomsky,,Breed account,2026-07-15,new
pomsky,IG,Sapphie the Pomsky,https://www.instagram.com/sapphie_the_pomsky/,@sapphie_the_pomsky,2M,Mega account — also 7.3M TikTok + 5.2M YouTube,2026-07-15,new
pomsky,IG,Yuki the Pomsky,https://www.instagram.com/yukipomsky/,@yukipomsky,,Pet account,2026-07-15,new
saint-berdoodle,FB,Jeff's Saint Berdoodles,https://www.facebook.com/p/Jeffs-Saint-Berdoodles-100067577388466/,page,,Breeder page,2026-07-15,new
saint-berdoodle,FB,Mad Hatter Farms Saint Berdoodles,https://www.facebook.com/madhatterfarmssaintberdoodles/,@madhatterfarmssaintberdoodles,,Battle Ground WA breeder,2026-07-15,new
saint-berdoodle,FB,Mason Creek Saint Berdoodles,https://www.facebook.com/Masoncreekdoodles/,@Masoncreekdoodles,,Breeder page,2026-07-15,new
saint-berdoodle,FB,Saint Berdoodle (group),https://www.facebook.com/groups/3492306587697786/,group,,Second breed group,2026-07-15,new
saint-berdoodle,FB,Saint Berdoodle Community,https://www.facebook.com/SaintBerdoodleCommunity/,@SaintBerdoodleCommunity,,"Community page ""everything you need to know about SBDs""",2026-07-15,new
saint-berdoodle,FB,Saint Berdoodle Puppies & Rehoming – Northern,https://www.facebook.com/groups/721307543811783/,group,,Puppies + rehoming group,2026-07-15,new
saint-berdoodle,FB,Saint Berdoodles,https://www.facebook.com/SaintBerdoodles/,@SaintBerdoodles,,Breed page (hypoallergenic-angle info),2026-07-15,new
saint-berdoodle,FB,Saint Berdoodles Up On The Ridge,https://www.facebook.com/saintberdoodlesupontheridge/,@saintberdoodlesupontheridge,,Breeder page,2026-07-15,new
saint-berdoodle,FB,Saint Berdoodles of WNY,https://www.facebook.com/saintberdoodlesofwny/,@saintberdoodlesofwny,,Western NY breeder page,2026-07-15,new
saint-berdoodle,FB,St. Berdoodle (group),https://www.facebook.com/groups/243855019661/,group,,Breed discussion group,2026-07-15,new
saint-berdoodle,FB,Tennessee Gentle Giants,https://www.facebook.com/tennesseegentlegiants/,@tennesseegentlegiants,,Saint Bernards + Saint Berdoodles page,2026-07-15,new
saint-berdoodle,IG,Baloo the Saint Berdoodle,https://www.instagram.com/bearcubbaloo/,@bearcubbaloo,,Individual dog account,2026-07-15,new
saint-berdoodle,IG,Bernie the St. Berdoodle,https://www.instagram.com/bigbernto/,@bigbernto,"1,120",Oversized St. Berdoodle in Toronto,2026-07-15,new
saint-berdoodle,IG,Darling Saint Berdoodles,https://www.instagram.com/darlingstberdoodle/,@darlingstberdoodle,"2,356",CA breeder account (darlingstberdoodle.com),2026-07-15,new
saint-berdoodle,IG,Goliath Saint Berdoodles,https://www.instagram.com/goliathsaintberdoodles/,@goliathsaintberdoodles,,Breeder account,2026-07-15,new
saint-berdoodle,IG,Mason Creek / Idaho Saint Berdoodles,https://www.instagram.com/masoncreekdoodles/,@masoncreekdoodles,"3,678",Breeder account for masoncreeksaintberdoodles.com,2026-07-15,new
saint-berdoodle,IG,Rosie the Saint Berdoodle,https://www.instagram.com/saintberdoodle/,@saintberdoodle,~800,Owns the exact-match handle — prize get for breed content,2026-07-15,new
saint-berdoodle,IG,Saint Berdoodles Australia,https://www.instagram.com/saintberdoodles.of.nsw.aus/,@saintberdoodles.of.nsw.aus,530,NSW Australia breeder,2026-07-15,new
saint-berdoodle,IG,St. Berdoodles of WNY,https://www.instagram.com/st.berdoodles/,@st.berdoodles,,Western NY breeder; matching FB page,2026-07-15,new
saint-berdoodle,IG,Toast the Saint Berdoodle,https://www.instagram.com/toast_the_stberdoodle/,@toast_the_stberdoodle,13K,"F1 Saint Berdoodle in Phoenix AZ, 540 posts",2026-07-15,new
teacup-poodle,FB,Daisy Teacup Poodles & More,https://www.facebook.com/teacuppoodles/,@teacuppoodles,,"Breeder, Miami FL",2026-07-15,new
teacup-poodle,FB,Dougia Cajun Teacup Poodles,https://www.facebook.com/groups/259758017846979/,group,,Teacup poodle group,2026-07-15,new
teacup-poodle,FB,Jerrie's Tiny Teacup Poodles,https://www.facebook.com/tinyteacuppoodlestx/,@tinyteacuppoodlestx,,"Breeder, Fort Worth TX",2026-07-15,new
teacup-poodle,FB,My Teacup Poodles,https://www.facebook.com/myteacuppoodles,@myteacuppoodles,,Teacup poodle page,2026-07-15,new
teacup-poodle,FB,Poodle Lovers Forever,https://www.facebook.com/groups/396168191386712/,group,,Active group with recurring teacup-poodle threads,2026-07-15,new
teacup-poodle,FB,Poodle Rescue Connecticut,https://www.facebook.com/PoodleRescueConnecticut/,@PoodleRescueConnecticut,,Regional rescue page,2026-07-15,new
teacup-poodle,FB,Toy Poodle Rescue & Adoption Near Me,https://www.facebook.com/groups/1127310264652400/,group,,Adoption group,2026-07-15,new
teacup-poodle,FB,Toy Poodle Rescue (Dover MA),https://www.facebook.com/toypoodlerescue/,@toypoodlerescue,,Rescue page; website toypoodlerescue.net referenced in results,2026-07-15,new
teacup-poodle,IG,California Teacup Poodles,https://www.instagram.com/cali4niateeniepoodles/,@cali4niateeniepoodles,873,CA tiny-toy breeder,2026-07-15,new
teacup-poodle,IG,Duffy the Teacup Poodle,https://www.instagram.com/duffytheteacup/,@duffytheteacup,13K,"1.8kg travel dog, Singapore",2026-07-15,new
teacup-poodle,IG,Fancy Toy Poodles,https://www.instagram.com/fancytoypoodles/,@fancytoypoodles,204K,Biggest toy-poodle community/feature account found,2026-07-15,new
teacup-poodle,IG,Jinkee the Red Toy Poodle,https://www.instagram.com/lifeofjinkee/,@lifeofjinkee,62K,Red toy poodle owner account,2026-07-15,new
teacup-poodle,IG,Koko the Toy Poodle,https://www.instagram.com/kokoandkayla/,@kokoandkayla,"1,917",Owner account,2026-07-15,new
teacup-poodle,IG,Mika the Teacup Poodle,https://www.instagram.com/mikateacuppoodle/,@mikateacuppoodle,"1,161",Toronto owner account,2026-07-15,new
teacup-poodle,IG,Rodney the Teacup Poodle,https://www.instagram.com/teacup.poodleuk/,@teacup.poodleuk,"1,408",UK fully-grown teacup poodle,2026-07-15,new
teacup-poodle,IG,Romeo Red Toy Poodle,https://www.instagram.com/poodletoyromeo/,@poodletoyromeo,142K,Daily-life red toy poodle,2026-07-15,new
teacup-poodle,IG,Teacup Parti Poodles (Kathleen),https://www.instagram.com/teacuppartipoodles/,@teacuppartipoodles,277,"In-home hobby breeder, parti teacups",2026-07-15,new
teacup-poodle,IG,Teacup Poodles USA,https://www.instagram.com/teacuppoodles.usa_/,@teacuppoodles.usa_,"1,640",Teacup breeder account,2026-07-15,new
teacup-poodle,IG,Teddy the Toy Poodle,https://www.instagram.com/teddy.the.toy.poodle_/,@teddy.the.toy.poodle_,"6,678",Owner account,2026-07-15,new
teacup-poodle,IG,Toy Poodle Life,https://www.instagram.com/toy_poodle.life/,@toy_poodle.life,,JP/EN toy poodle community account,2026-07-15,new
teacup-poodle,IG,Toy Poodles,https://www.instagram.com/toy_poodles_/,@toy_poodles_,,Toy poodle feature account,2026-07-15,new
toy-aussie,FB,Cheyenne Star Miniature and Toy Australian Shepherds,https://www.facebook.com/cheyennestaraussies/,page,,"Breeder page, Rice TX",2026-07-15,new
toy-aussie,FB,Deep River Farm Miniature and Toy Australian Shepherds,https://www.facebook.com/deepriverfarm/,page,,"Breeder page, Randleman NC",2026-07-15,new
toy-aussie,FB,Emberview Toy Aussies,https://www.facebook.com/emberviewtoyaussies/,@emberviewtoyaussies,,"Karyn Foster, Holstein Ontario; genetically health-tested",2026-07-15,new
toy-aussie,FB,Keldrew Ranch,https://www.facebook.com/keldrewranch/,@keldrewranch,,"FB page of Keldrew Ranch breeder, Harrison AR",2026-07-15,new
toy-aussie,FB,Magical Toy Aussies,https://www.facebook.com/Magicaltoyaussies/,@Magicaltoyaussies,,FB page of the NY breeder,2026-07-15,new
toy-aussie,FB,RStar Aussies,https://www.facebook.com/p/RStar-Aussies-Miniature-and-Toy-Australian-Shepherds-100066913569191/,page,,Mini + toy breeder page,2026-07-15,new
toy-aussie,FB,TOY Australian Shepherds of NY,https://www.facebook.com/averillaussies/,@averillaussies,,"Breeder Carrie, Pine Bush NY, ASDR-registered",2026-07-15,new
toy-aussie,FB,Toy Australian Shepherds (group),https://www.facebook.com/groups/125305444198314/,group,,Breed-dedicated group,2026-07-15,new
toy-aussie,FB,Toy and Mini Australian Shepherd Size Variations (group),https://www.facebook.com/groups/837889829591939/,group,,Active size-variation discussion group,2026-07-15,new
toy-aussie,IG,Azzie Toy Aussie,https://www.instagram.com/azzie_toy_aussie/,@azzie_toy_aussie,,Pet account,2026-07-15,new
toy-aussie,IG,Dakota The Toy Aussie,https://www.instagram.com/dakota_thetoyaussie/,@dakota_thetoyaussie,"1,772","Blue merle, Phoenix AZ",2026-07-15,new
toy-aussie,IG,Ember,https://www.instagram.com/embertoyaussie/,@embertoyaussie,420K,"""Fun-sized aussie"" — biggest toy-aussie pet account found",2026-07-15,new
toy-aussie,IG,Koda & Keelie,https://www.instagram.com/koda.toy.aussie/,@koda.toy.aussie,,Two-dog pet account,2026-07-15,new
toy-aussie,IG,Koda the Toy Aussie,https://www.instagram.com/koda.the.toy.aussie/,@koda.the.toy.aussie,,Pet account,2026-07-15,new
toy-aussie,IG,Lacie the Toy Aussie,https://www.instagram.com/laciethetoyaussie/,@laciethetoyaussie,,Pet account,2026-07-15,new
toy-aussie,IG,Misty's Toy Aussies,https://www.instagram.com/mistystoyaussies/,@mistystoyaussies,"7,172","Michigan toy/mini breeder, 2,626 posts",2026-07-15,new
toy-aussie,IG,Spark (Toy Aussie/Corgi mix),https://www.instagram.com/auggiespark/,@auggiespark,717,Mix pet account,2026-07-15,new
toy-aussie,IG,Toy AussieDoodles,https://www.instagram.com/toyaussiedoodles/,@toyaussiedoodles,"4,426",Toy aussiedoodle breeder (adjacent),2026-07-15,new
vizsla,FB,Dallas Vizslas - Rescue,https://www.facebook.com/DallasVizslas/,@DallasVizslas,,TX rescue,2026-07-15,new
vizsla,FB,Iowa Vizsla Rescue,https://www.facebook.com/p/Iowa-Vizsla-Rescue-100064551349783/,page,,Volunteer rescue,2026-07-15,new
vizsla,FB,New Hope Vizsla Rescue,https://www.facebook.com/www.newhopevizslarescue.org/,page,,PA/NJ/DE rescue page,2026-07-15,new
vizsla,FB,Santa Barbara Vizsla Rescue,https://www.facebook.com/SBVLR/,@SBVLR,,CA central-coast 501c3,2026-07-15,new
