breed_slug,name,type,website_url,contact_method,contact_value,email_confidence,already_contacted,note,date_added,status
goldendoodle,Goldendoodle Association of North America (GANA),club,https://www.goldendoodleassociation.com/,email,admin@goldendoodleassociation.com,high,no,The only breed club for goldendoodles; runs blog + breeder directory; big authority link,2026-07-15,new
goldendoodle,Doodle Doods,media,https://doodledoods.com/,form,https://doodledoods.com/contact/,,no,"Doodle-parent resource site; claims ~2M readers in 2023; runs ""15 doodles to follow"" listicles",2026-07-15,new
goldendoodle,We Love Doodles,media,https://welovedoodles.com/,form,https://welovedoodles.com/contact/,,no,"Largest doodle niche media (30+ staff, millions of words published); founder Garrett Yamasaki",2026-07-15,new
goldendoodle,Doodle Dandy Rescue,rescue,https://www.doodledandyrescue.org/,email,doodledandyrescue@gmail.com,high,no,Texas doodle rescue (Dallas/Austin/Houston),2026-07-15,new
goldendoodle,IDOG Rescue,rescue,https://www.idogrescue.com/,form,https://www.idogrescue.com/contact_us,,no,"National 501c3 labradoodle/goldendoodle rescue, 3,000+ placed since 2006",2026-07-15,new
goldendoodle,Michigan Doodle Rescue Connect,rescue,https://www.michigandoodlerescueconnect.org/,none,https://www.michigandoodlerescueconnect.org/,,no,501c3 owner/breeder-surrender doodle rescue,2026-07-15,new
labradoodle,Labradoodling (UK),blog,https://labradoodlingbloguk.wordpress.com/,none,https://labradoodlingbloguk.wordpress.com/,,no,"First-time-owner UK diary blog — genuine owner voice, good quote target",2026-07-15,new
labradoodle,Snooze & Sniff,blog,https://snoozeandsniff.com/blog/,none,https://snoozeandsniff.com/blog/,,yes,"Alina, multigen labradoodle breeder; educational blog",2026-07-15,new
labradoodle,Adorable Labradoodle,breeder,https://adorablelabradoodle.com/blog/,none,https://adorablelabradoodle.com/blog/,,no,Family of 6 musicians raising Australian labradoodles; 7.9K IG per Feedspot,2026-07-15,new
labradoodle,Agape Labradoodles,breeder,https://agapelabradoodles.com/about-agape-labradoodles/our-blog/,none,https://agapelabradoodles.com/,,no,Denver CO breeder blog,2026-07-15,new
labradoodle,CNR Farms,breeder,https://www.cnrfarms.com/blog/,none,https://www.cnrfarms.com/blog/,,no,"Labradoodle care/facts/training blog (Feedspot #1, DA 17)",2026-07-15,new
labradoodle,Canadoodle Australian Labradoodles,breeder,https://blog.canadoodles.com/,none,https://blog.canadoodles.com/,,no,Claims first multigen Australian labradoodles born in North America,2026-07-15,new
labradoodle,Cedar Bend Labradoodles,breeder,https://www.cedarbendlabradoodles.com/blog,none,https://www.cedarbendlabradoodles.com/blog,,no,Iowa farm breeder; 28.9K FB per Feedspot,2026-07-15,new
labradoodle,Heritage Manor Labradoodles,breeder,https://www.heritagemanorlabradoodles.com/blog,none,https://www.heritagemanorlabradoodles.com/blog,,yes,Ohio Australian labradoodle blog,2026-07-15,new
labradoodle,Hidden Springs Labradoodles,breeder,https://hiddenspringslabradoodles.com/blog/labradoodle-puppy/,none,https://hiddenspringslabradoodles.com/,,no,Puppy-care guide content,2026-07-15,new
labradoodle,Log Cabin Labradoodles,breeder,https://logcabinlabradoodles.com/doodle-blog,none,https://logcabinlabradoodles.com/doodle-blog,,no,Maine Australian labradoodle breeder blog,2026-07-15,new
labradoodle,Loveable Labradoodles,breeder,https://www.loveablelabradoodles.com/blog,none,https://www.loveablelabradoodles.com/blog,,yes,"Becky, ALAA breeder Atascadero CA; 23K IG (@loveablelabradoodles)",2026-07-15,new
labradoodle,Providence Labradoodles,breeder,https://providencelabradoodles.com/blog/,none,https://providencelabradoodles.com/blog/,,no,Ohio breeder; 11.7K FB per Feedspot,2026-07-15,new
labradoodle,Texas Labradoodles,breeder,https://www.txlabradoodles.com/labradoodle-news/,none,https://www.txlabradoodles.com/labradoodle-news/,,no,15.3K IG per Feedspot,2026-07-15,new
labradoodle,American Labradoodle Breeder Association,club,https://americanlabradoodleassociation.com/,none,https://americanlabradoodleassociation.com/,,no,Breeder-standards association,2026-07-15,new
labradoodle,Australian Labradoodle Association (AU),club,https://australianlabradoodleassoc.org.au/news/,none,https://australianlabradoodleassoc.org.au/news/,,no,"Original Australian association, since 1998",2026-07-15,new
labradoodle,Australian Labradoodle Association of America (ALAA),club,https://alaa-labradoodles.com/,form,https://alaa-labradoodles.com/contact/,,no,Main US breed association since 2004; news blog; 12.5K FB / 9K IG per Feedspot,2026-07-15,new
labradoodle,Australian Labradoodle Club of America (ALCA),club,https://australianlabradoodleclub.com/,none,https://australianlabradoodleclub.com/about/,,no,"""Parent club"" pushing purebred recognition",2026-07-15,new
labradoodle,Worldwide Australian Labradoodle Association (WALA),club,https://www.walalabradoodles.org/,none,https://www.walalabradoodles.org/blog,,no,"Global breed association, has own blog",2026-07-15,new
labradoodle,California Doodle Rescue,rescue,https://www.californiadoodlerescue.org/,none,https://www.californiadoodlerescue.org/,,no,"All-doodle rescue+foster (labradoodles, goldendoodles, bernedoodles)",2026-07-15,new
labradoodle,Doodle Rescue USA,rescue,https://doodlerescueusa.org/,none,https://doodlerescueusa.org/,,no,National doodle rescue,2026-07-15,new
maltese,Maltese Dog Care,blog,https://maltesedogcare.com/blog,none,https://maltesedogcare.com/blog,low,no,"Breed-dedicated care/guides blog (harnesses, grooming, etc.)",2026-07-15,new
maltese,Maltese Maniac,blog,http://www.maltesemaniac.com/dog-blogs.html,none,http://www.maltesemaniac.com/,low,yes,Owner site with a directory of Maltese blogs (good for finding more prospects),2026-07-15,new
maltese,Always Maltese,breeder,https://alwaysmaltese.com/,none,https://alwaysmaltese.com/,low,no,AKC breeder/exhibitor of show Maltese,2026-07-15,new
maltese,Amore Maltese,breeder,https://amoremaltese.com/,none,https://amoremaltese.com/,low,no,"Small preservation breeder, Tampa FL; conformation + health focus",2026-07-15,new
maltese,Bella Dolce Maltese,breeder,https://belladolcemaltese.com/,none,https://belladolcemaltese.com/,low,no,"Phoenix AZ, AKC Breeder of Merit",2026-07-15,new
maltese,Richelieu Maltese,breeder,https://www.richmaltese.com/,none,https://www.richmaltese.com/,low,no,"San Francisco area, AKC champion lines",2026-07-15,new
maltese,Storybook Maltese,breeder,https://www.storybookmaltese.com/,none,https://www.storybookmaltese.com/,low,no,"Midwest AKC champion-line breeder, DNA health-tested",2026-07-15,new
maltese,Summer's Maltese,breeder,https://summersmaltese.us/,none,https://summersmaltese.us/,low,no,Korean-bloodline AKC Maltese specialist,2026-07-15,new
maltese,American Maltese Association,club,https://americanmaltese.org/,none,https://americanmaltese.org/,low,no,AKC national breed club; contact fetch timed out,2026-07-15,new
maltese,California Central Valley Maltese Club,club,https://www.californiamalteseclub.org/,none,https://www.californiamalteseclub.org/,low,no,Regional CA Maltese enthusiast club,2026-07-15,new
maltese,Maltese Only,media,https://malteseonly.com/,none,https://malteseonly.com/,low,no,"""All about Maltese dogs since 1995"" — legacy authority site with forum archives",2026-07-15,new
maltese,Spoiled Maltese Forums,media,https://www.spoiledmaltese.com/,none,https://www.spoiledmaltese.com/,low,no,Huge forum — 1.5M posts / 66K members since 2003; also has FB page,2026-07-15,new
maltese,American Maltese Association Rescue,rescue,https://www.americanmalteserescue.org/,none,https://www.americanmalteserescue.org/,low,no,"AMAR, national 501(c)3 founded 2012, all-volunteer",2026-07-15,new
maltese,Lil' Paws Maltese Rescue,rescue,https://www.lilpaws-malteserescue.org/,none,https://www.lilpaws-malteserescue.org/,low,no,Rescue/rehab/rehome Maltese + small dogs,2026-07-15,new
maltese,Maltese Rescue California,rescue,https://malteserescuecalifornia.org/,none,https://malteserescuecalifornia.org/,low,no,"501(c)3, volunteer-run",2026-07-15,new
maltese,Metropolitan Maltese Rescue,rescue,https://www.malteserescue.com/,form,https://www.malteserescue.com/about-us.html,med,no,NYC all-volunteer rescue founded 1998 (about page seen in results),2026-07-15,new
maltese,North Central Maltese Rescue,rescue,https://northcentralmalteserescue.org/,none,https://northcentralmalteserescue.org/,low,no,Midwest Maltese + small-dog rescue,2026-07-15,new
maltipoo,MLA Pets,blog,https://mlapets.com/blog-posts/,none,https://mlapets.com/,low,no,Maltipoo blog + breeder; also active on Facebook (@mlapets),2026-07-15,new
maltipoo,PetMaltipoo (Maltipoo Information Center),blog,https://www.petmaltipoo.com/,email,Contact@PetMaltipoo.com,high,yes,Dedicated maltipoo info center; has free membership + user photo submissions; also keeps a breeder directory,2026-07-15,new
maltipoo,Bay Area Maltipoo And Maltese,breeder,https://bayareamaltipooandmaltese.com/,none,https://bayareamaltipooandmaltese.com/,low,no,Small home-based East Bay CA breeder,2026-07-15,new
maltipoo,Crockett Doodles (maltipoo program),breeder,https://www.crockettdoodles.com/maltipoo/,none,https://www.crockettdoodles.com/,low,yes,Large family-raised doodle network with maltipoo page,2026-07-15,new
maltipoo,Michele's Maltipoos,breeder,https://www.michelesmaltipoos.com/,none,https://www.michelesmaltipoos.com/,low,no,"Licensed in-home hobby breeder, Clarksville TN",2026-07-15,new
maltipoo,Misty Mountain Maltipoos,breeder,https://mistymountainmaltipoos.com/,email,savematai@yahoo.com,high,no,TN maltipoo + Biewer breeder; email literally on homepage but generic yahoo — sanity-check it's theirs before sending,2026-07-15,new
maltipoo,Polos Maltipoos,breeder,https://polosmaltipoos.com/,none,https://polosmaltipoos.com/,low,no,Teacup maltipoo breeder,2026-07-15,new
maltipoo,PuppyCare.net,breeder,https://www.puppycare.net/,none,https://www.puppycare.net/,low,no,"Home-raised maltipoos, South Bay Area CA",2026-07-15,new
maltipoo,Sherry's Maltipoos,breeder,https://sherrysmaltipoos.com/,none,https://sherrysmaltipoos.com/,low,no,"GA home breeder; homepage fetched, no email visible",2026-07-15,new
maltipoo,The Maltese Homestead,breeder,https://themaltesehomestead.com/,none,https://themaltesehomestead.com/,low,no,"Maltese + maltipoo, Paradise PA, Responsible Dog Breeder Network member",2026-07-15,new
maltipoo,North American Maltipoo/Maltepoo Club & Registry,club,https://maltipooclub-ivil.tripod.com/,none,https://maltipooclub-ivil.tripod.com/,low,no,"Breed club/registry; tripod-hosted, looks dated — verify activity before outreach",2026-07-15,new
maltipoo,Maltipoo World,other,https://maltipooworld.com/en/club,none,https://maltipooworld.com/,low,no,"Breeder with a member ""club"" (care tips, annual meetups); European origin",2026-07-15,new
maltipoo,Lil' Paws Maltese Rescue,rescue,https://www.lilpaws-malteserescue.org/,email,BigPaws@LilPaws.org,high,no,Maltese/maltipoo + small-dog rescue; email seen on fetched homepage,2026-07-15,new
maltipoo,Maltipoo Rehoming Adoption and Rescue,rescue,https://www.facebook.com/MaltipooRehomingAdoption/,none,https://www.facebook.com/MaltipooRehomingAdoption/,low,yes,USA/Canada maltipoo rehoming; FB-based but functions as the org's site,2026-07-15,new
mini-aussie,Australian Shepherd Lovers,blog,https://www.australian-shepherd-lovers.com/,none,https://www.australian-shepherd-lovers.com/,,yes,"Long-running Aussie enthusiast site with active blog, many mini-aussie posts",2026-07-15,new
mini-aussie,Breezemore,breeder,https://breezemore.com/,email,susan@breezemore.com,high,no,Maine AKC breeder of smaller-size Aussies; owner Susan,2026-07-15,new
mini-aussie,Buckaroo Aussies,breeder,https://buckarooaussies.com/,email,info@buckarooaussies.com,high,yes,Breeder with a Mini Aussie puppy blog (training/care/breeder advice),2026-07-15,new
mini-aussie,Buckwheat Valley Ranch,breeder,https://buckwheatvalleyranch.com/,email,amosstoltzfus83@gmail.com,high,no,Pennsylvania mini-aussie breeder,2026-07-15,new
mini-aussie,Diamond R Mini Aussies,breeder,https://www.diamondrminiaussies.com/,email,diamondrminiaussies@gmail.com,high,no,"Arkansas breeder, 18 years with the breed",2026-07-15,new
mini-aussie,Kicks and Giggles Mini Aussies,breeder,https://kicksandgigglesminiaussies.com/,none,https://kicksandgigglesminiaussies.com/,,yes,Family breeder of mini/small Aussies,2026-07-15,new
mini-aussie,MO Aussies,breeder,https://moaussies.com/,none,https://moaussies.com/,,no,"Missouri family-farm breeder, Good Dog preferred breeder, started 2023",2026-07-15,new
mini-aussie,My Aussie Pups,breeder,https://myaussiepups.com/,email,willis@myaussiepups.com,high,yes,"Breeder with ""Our Aussie Blog"" content section",2026-07-15,new
mini-aussie,Painted Blue Aussies,breeder,https://www.paintedblueaussies.com/,email,PaintedBlueAussies@gmail.com,high,yes,Breeder run by Erika with an active insights/education blog on Aussies + minis,2026-07-15,new
mini-aussie,Run'n Bear Mini Australian Shepherds,breeder,https://www.mini-australian-shepherds.com/,none,https://www.mini-australian-shepherds.com/,,yes,Breeder publishing owner-guide posts (e.g. home setup for a Mini Aussie),2026-07-15,new
mini-aussie,Timeless Aussies,breeder,https://www.timelessaussies.com/,email,timelesskk@me.com,high,no,"Hawaii; 3rd-generation MAS breeder est. 2005, former AKC parent-club leadership",2026-07-15,new
mini-aussie,Warren's Colorado Mini Aussies,breeder,https://warrenscoloradominiaussies.com/,none,https://warrenscoloradominiaussies.com/,,no,Colorado toy + mini Aussie breeder,2026-07-15,new
mini-aussie,MAMASC (Mid America Miniature American Shepherd Club),club,http://www.mamasc.com/,email,mshorse@valornet.com,high,no,"Regional MAS club formed 2008, works alongside MASCUSA",2026-07-15,new
mini-aussie,MASCA (Miniature Australian Shepherd Club of America),club,https://www.masca-online.com/,email,MASCABoard@gmail.com,high,no,Breed parent club for the Mini Aussie; also lists registrar@masca-online.com; has rescue-resources page,2026-07-15,new
mini-aussie,MASCUSA (Miniature American Shepherd Club of the USA),club,https://mascusa.org/,email,info@mascusa.org,high,no,AKC parent club for Miniature American Shepherd (the AKC name for mini aussies); founded 1990,2026-07-15,new
mini-aussie,Aussie Rescue Placement Helpline (ARPH),rescue,https://www.aussierescue.org/,none,https://www.aussierescue.org/,,no,"National Aussie rescue network, covers minis",2026-07-15,new
mini-aussie,Midwest Australian Shepherd Rescue,rescue,https://midwestaustralianshepherdrescue.org/,none,https://midwestaustralianshepherdrescue.org/,,no,Midwest regional Aussie rescue,2026-07-15,new
mini-aussie,Mini Aussie Rescue & Support (MARS),rescue,https://www.miniaussierescue.org/,email,info@miniaussierescue.org,high,no,"First rescue devoted exclusively to Mini Aussies; 501(c)(3), 2000+ dogs rehomed; email seen on MASCA rescue page",2026-07-15,new
mini-aussie,New Spirit 4 Aussie Rescue,rescue,https://www.ns4ar.org/,email,sraussies@gmail.com,high,no,All-volunteer 501(c)(3) serving Aussies + mixes in US and Canada,2026-07-15,new
mini-dachshund,Dachshund Bonus,blog,https://dachshundbonus.com/,none,https://dachshundbonus.com/,low,no,Jenny; general dachshund knowledge blog,2026-07-15,new
mini-dachshund,Dachshund Friends,blog,https://www.dachshundfriends.com/blog/,none,https://www.dachshundfriends.com/blog/,low,yes,First-time sausage-dog-owner blog by a UK owner (Kathryn),2026-07-15,new
mini-dachshund,Dachshund Station,blog,https://www.dachshundstation.com/dachshund-blog/,none,https://www.dachshundstation.com/dachshund-blog/,low,yes,Ava Jaine; training/care/nutrition guides for doxie parents,2026-07-15,new
mini-dachshund,Dachshund Talk,blog,https://dachshundtalk.com/,none,https://dachshundtalk.com/,low,no,Community-style tips/Q&A blog,2026-07-15,new
mini-dachshund,For My Dachshund,blog,https://formydachshund.com/blog/,none,https://formydachshund.com/blog/,low,yes,"""The Dachshund Lady""; FAQ-driven owner advice blog",2026-07-15,new
mini-dachshund,I Love Dachshunds,blog,https://www.ilovedachshunds.com/,none,https://www.ilovedachshunds.com/,low,yes,"Alison Fleming; Q&A-style breed site; runs a ""39 Dachshund Instagrams"" roundup (good hook)",2026-07-15,new
mini-dachshund,You Did What With Your Wiener,blog,https://youdidwhatwithyourweiner.com/,none,https://youdidwhatwithyourweiner.com/,low,yes,"Jessica Rhae, ex-scientist; active/adventure lifestyle doxie blog (hiking, camping); IG 23.4K per Feedspot",2026-07-15,new
mini-dachshund,Longdox Mini Dachshunds,breeder,https://longdox.com/,none,https://longdox.com/,low,no,"Family breeder, Salem OR; English creams + dapples",2026-07-15,new
mini-dachshund,Patti's Dachshund Farm,breeder,https://www.pattisdachshundfarm.com/,none,https://www.pattisdachshundfarm.com/blog/,low,yes,"Alabama mini-dachshund breeder with active blog, ships nationwide",2026-07-15,new
mini-dachshund,Dachshund Health UK,club,https://www.dachshundhealth.org.uk/news,none,https://www.dachshundhealth.org.uk/,low,no,Health & welfare site of the UK Dachshund Breed Council + charity; Ian Seath contributes,2026-07-15,new
mini-dachshund,National Miniature Dachshund Club,club,https://www.nmdcdachshund.org/,form,https://www.nmdcdachshund.org/breeder-directory,high,no,"AKC national parent club for minis; quarterly ""Digest"" newsletter, breeder directory",2026-07-15,new
mini-dachshund,Celebrity Dachshund (Crusoe),media,https://celebritydachshund.com/blogs/crusoe,none,https://celebritydachshund.com/blogs/crusoe,low,no,"Crusoe — 2× NYT-bestselling author dog, ~887K IG; biggest name in the niche",2026-07-15,new
mini-dachshund,DORG — The Dachshund Magazine On-Line,media,https://dachshund.org/,none,https://dachshund.org/,low,no,"Long-running online dachshund magazine, health + rescue focus",2026-07-15,new
mini-dachshund,All American Dachshund Rescue,rescue,https://www.allamericandachshundrescue.org/,none,https://www.allamericandachshundrescue.org/,low,no,National rescue,2026-07-15,new
mini-dachshund,Coast to Coast Dachshund Rescue,rescue,https://www.c2cdr.org/,none,https://www.c2cdr.org/,low,no,National all-volunteer 501(c)3,2026-07-15,new
mini-dachshund,Dachshund Rescue of North America,rescue,https://www.drna.org/,none,https://www.drna.org/,high,no,"501(c)3 national rescue; homepage fetched, no email shown; features 60+ adopter fee waivers",2026-07-15,new
mini-dachshund,Dachshund Rescue of Utah,rescue,https://dachshundrescueofutah.com/,none,https://dachshundrescueofutah.com/,low,no,"DRUT, charity under Pitman Animal Rescue Foundation; FB 9.5K",2026-07-15,new
mini-dachshund,Little Paws Dachshund Rescue,rescue,https://www.littlepawsdr.org/,none,https://www.littlepawsdr.org/,low,no,East-coast US doxie rescue,2026-07-15,new
mini-dachshund,Low Rider Rescue,rescue,https://lowriderrescue.org/blog/,none,https://lowriderrescue.org/,low,no,"Small-dog/doxie rescue; FB 34.6K, IG 11.7K per Feedspot — big social reach",2026-07-15,new
mini-dachshund,Oregon Dachshund Rescue,rescue,https://www.odr-inc.org/,none,https://www.odr-inc.org/,low,no,"No-kill, covers OR/WA/CA",2026-07-15,new
mini-french-bulldog,French Bulldog 101,blog,https://www.frenchbulldog101.com/home/mini-french-bulldogs/,none,https://www.frenchbulldog101.com/,,no,Comprehensive mini Frenchie guide,2026-07-15,new
mini-french-bulldog,FrenchieTails,blog,https://frenchietails.com/mini-french-bulldog-size-price-health-breed-guide/,none,https://frenchietails.com/,,no,Mini Frenchie size/price/health guide,2026-07-15,new
mini-french-bulldog,Happy French Bulldog,blog,https://happyfrenchbulldog.com/mini-french-bulldog/,none,https://happyfrenchbulldog.com/,,no,Mini Frenchie breed guide blog,2026-07-15,new
mini-french-bulldog,The Fluffy Bulldog,blog,https://thefluffybulldog.com/mini-french-bulldog/,none,https://thefluffybulldog.com/,,no,Owner-guide blog with dedicated mini Frenchie guide,2026-07-15,new
mini-french-bulldog,BlueHaven French Bulldogs,breeder,https://bluehavenfrenchbulldogs.com/,none,https://bluehavenfrenchbulldogs.com/,,no,Frenchie breeder surfacing for mini searches,2026-07-15,new
mini-french-bulldog,Designer French Bulldogs,breeder,https://www.designerfrenchbulldogs.com/,none,https://www.designerfrenchbulldogs.com/,,no,Miniature Frenchie breeder/seller,2026-07-15,new
mini-french-bulldog,High Desert French Bulldogs,breeder,https://www.hdfrenchbulldogs.com/,none,https://www.hdfrenchbulldogs.com/,,no,"""World's smallest purebred AKC show Frenchies""; mini + pocket lines",2026-07-15,new
mini-french-bulldog,Lindor French Bulldogs,breeder,https://lindorfrenchbulldogs.com/minis/,none,https://lindorfrenchbulldogs.com/,,no,AKC breeder with dedicated mini program (15–20 lb lines),2026-07-15,new
mini-french-bulldog,MicroFrenchies.com,breeder,https://www.microfrenchies.com/,none,https://www.microfrenchies.com/,,yes,Claims smallest mini Frenchie bloodline; Designer Kennel Club registered; huge IG (see social),2026-07-15,new
mini-french-bulldog,Poetic French Bulldogs,breeder,https://poeticfrenchbulldogs.com/,none,https://poeticfrenchbulldogs.com/,,no,"Breeds smaller, compact Frenchies",2026-07-15,new
mini-french-bulldog,Texas Tiny Frenchies,breeder,https://texastinyfrenchies.com/,none,https://texastinyfrenchies.com/,,no,"European champion-bloodline tiny Frenchies, TX",2026-07-15,new
mini-french-bulldog,TomKings Kennel (mini guide),breeder,https://tomkingskennel.com/mini-french-bulldog/,none,https://tomkingskennel.com/,,no,"Breeder blog post ""should you adopt a mini?"" — also in french-bulldog list",2026-07-15,new
mini-french-bulldog,Rocky Kanaka,media,https://rockykanaka.com/if-youre-considering-a-mini-french-bulldog-read-this-first/,none,https://rockykanaka.com/,,no,Dog-media personality; cautionary mini Frenchie article,2026-07-15,new
mini-french-bulldog,The Happy Puppy Site,media,https://thehappypuppysite.com/mini-french-bulldog/,none,https://thehappypuppysite.com/,,no,Big dog-media site; ranking mini Frenchie guide,2026-07-15,new
mini-golden-retriever,BreedExpert,blog,https://breedexpert.com/a-comprehensive-guide-for-mini-golden-retriever-owners/,none,https://breedexpert.com/,,no,Dog-health blog with mini golden owner guide,2026-07-15,new
mini-golden-retriever,The Mini Golden Retriever,blog,https://theminigoldenretriever.com/blog/,none,https://theminigoldenretriever.com/blog/,,no,Breed-dedicated blog (site fetch timed out; seen in search results),2026-07-15,new
mini-golden-retriever,The Pet Blog Lady,blog,https://petbloglady.com/2025/04/mini-golden-retrievers-101-everything-you-need-to-know.html,none,https://petbloglady.com/,,no,General pet blog with recent (2025) Mini Golden 101 post,2026-07-15,new
mini-golden-retriever,Tiny Golden Retrievers,blog,https://tinygoldens.com/,none,https://tinygoldens.com/,,no,Orange County CA info/referral site — invites questions + referrals to ethical mini golden breeders,2026-07-15,new
mini-golden-retriever,ABCs Puppy Zs,breeder,https://www.abcspuppyzs.com/goldendoodle-blog/miniature-golden-retriever-dogs/,none,https://www.abcspuppyzs.com/,,no,Breeder blog with mini golden article,2026-07-15,new
mini-golden-retriever,Big Hearted Breeders,breeder,https://www.bigheartedbreeders.com/,none,https://www.bigheartedbreeders.com/,,yes,"11-yr mini golden program with active blog (""Ultimate Guide to Mini Golden Retrievers"")",2026-07-15,new
mini-golden-retriever,Escondido Acres Comfort Retrievers,breeder,https://minigoldens4you.com/,none,https://minigoldens4you.com/,,no,Mini golden/comfort retriever specialist; also on FB,2026-07-15,new
mini-golden-retriever,GoldenQuest Comfort Retrievers,breeder,https://comfortretrievers.com/,none,https://comfortretrievers.com/,,no,"Originators of the ""Comfort Retriever"" trademark mini golden; offers trained puppies + lifetime support",2026-07-15,new
mini-golden-retriever,Mini Golden Paradise,breeder,https://www.minigoldenparadise.com/,none,https://www.minigoldenparadise.com/,,no,Ohio farm breeder; phone 567-284-0151 seen in snippet,2026-07-15,new
mini-golden-retriever,Mini Golden Paws,breeder,https://minigoldenpaws.com/,none,https://minigoldenpaws.com/blog/,,yes,"Embark-tested program; blog authored by Jamie Hafen (nutrition, behavior posts)",2026-07-15,new
mini-golden-retriever,Mini Golden Retrievers (Greenville SC),breeder,https://www.minigoldenretrievers.com/,none,https://www.minigoldenretrievers.com/,,no,"Exact-match domain breeder, Greenville SC",2026-07-15,new
mini-golden-retriever,My Golden Retriever Puppies,breeder,https://www.mygoldenretrieverpuppies.com/blog/mini-golden-retrievers-guide,none,https://www.mygoldenretrieverpuppies.com/,,no,NE Ohio breeder network with a big mini-golden guide article,2026-07-15,new
mini-golden-retriever,Pacific Northwest Mini Goldens,breeder,https://pnwminigoldens.com/,none,https://pnwminigoldens.com/,,yes,Small family WA breeder; active on IG + FB (@pnwminigoldens),2026-07-15,new
mini-golden-retriever,Pocket Full of Sunshine Mini Goldens,breeder,https://www.pocketfullofsunshinegoldens.com/,none,https://www.pocketfullofsunshinegoldens.com/,,no,Columbus OH home breeder; matching FB page found,2026-07-15,new
mini-golden-retriever,Robyn's Nest Mini Goldens,breeder,https://robynsnestminigoldens.com/,none,https://robynsnestminigoldens.com/blog/,,yes,SW Missouri; active care/training blog; phone 417-268-5465 seen in snippet,2026-07-15,new
mini-golden-retriever,Taylormade Miniature Golden Retrievers,breeder,https://www.taylormademinigoldens.com/,none,https://www.taylormademinigoldens.com/,,no,"Utah family breeder, 35+ yrs, has blog; owner Michele Taylor",2026-07-15,new
mini-golden-retriever,Devoted to Dog,media,https://devotedtodog.com/miniature-golden-retriever-breeders/,none,https://devotedtodog.com/,,no,"Runs ""Top 7 mini golden breeders"" listicle — natural link target",2026-07-15,new
mini-golden-retriever,We Love Doodles,media,https://welovedoodles.com/mini-golden-retriever-breeders/,none,https://welovedoodles.com/,,no,Designer-breed media site; mini golden breeder roundup (also covers GMD),2026-07-15,new
newfoundland,Love Newfoundlands,blog,https://lovenewfoundlands.com/,form,https://lovenewfoundlands.com/work-with-me/,,yes,"Niki (ND photographer/blogger); has ""Work With Me"" page; meriwethernewfoundlands@gmail.com seen in snippet (her breeding op, med confidence); note a ""End of an Era"" post — check site still active before pitching",2026-07-15,new
newfoundland,My Brown Newfies,blog,https://mybrownnewfies.com/,none,https://mybrownnewfies.com/,,yes,"Well-known personal Newfie blog — care, grooming, training",2026-07-15,new
newfoundland,Newf Nation,blog,https://newfnation.com/,form,https://newfnation.com/,,no,"Brian K. Brown, in Newf community since 2004; ""#1 Resource for Newfoundland Dogs""",2026-07-15,new
newfoundland,Moore Newfies,breeder,https://moorenewfies.net/,none,https://moorenewfies.net/blog/,,no,Breeder with active dog blog,2026-07-15,new
newfoundland,Ozark Legends Newfoundlands,breeder,https://www.ozarklegendsnewfoundlands.com/,none,https://www.ozarklegendsnewfoundlands.com/,,no,"AKC breeder, West Plains MO",2026-07-15,new
newfoundland,Recurve Kennels,breeder,https://www.recurvenewfs.com/,none,https://www.recurvenewfs.com/,,no,"CKC-registered breeder, Mono, Ontario",2026-07-15,new
newfoundland,TimberKnoll Newfoundlands,breeder,https://timberknollnewfoundlands.com/,none,https://timberknollnewfoundlands.com/,,no,"TN breeder, NCA Breeder of Distinction",2026-07-15,new
newfoundland,Genesee Region Newfoundland Club,club,https://www.grnewfdogclub.org/,none,,,no,"NCA regional, NY",2026-07-15,new
newfoundland,Newfoundland Club of America,club,https://www.ncanewfs.org/,none,https://www.ncanewfs.org/,,no,"Parent breed club, founded 1930",2026-07-15,new
newfoundland,Newfoundland Club of New England,club,https://www.newfclubne.org/,form,https://www.newfclubne.org/rescue-and-referral/adopting-a-rescue-newfoundland/,,no,Regional club; also maintains breeders list,2026-07-15,new
newfoundland,Newfoundland Club of Southern California,club,https://newfclubofsocal.org/,form,https://newfclubofsocal.org/newfoundland-dog-rescue/,,no,Regional club + SCNRC rescue corp,2026-07-15,new
newfoundland,North Central Newfoundland Club,club,https://ncnc.wildapricot.org/,none,,,no,NCA regional,2026-07-15,new
newfoundland,Northern Newfoundland Club (UK),club,https://northernnewfoundlandclub.org.uk/,none,https://northernnewfoundlandclub.org.uk/,,no,UK club since 1984,2026-07-15,new
newfoundland,Old West Newfoundland Club,club,https://ownc.org/,form,https://ownc.org/rescue/,,no,Regional club with rescue page,2026-07-15,new
newfoundland,Southern Newfoundland Club (UK),club,https://www.southernnewfoundlandclub.co.uk/,form,https://www.southernnewfoundlandclub.co.uk/sncinfo.asp,,no,"RKC-registered UK club (2008), working/showing/welfare",2026-07-15,new
newfoundland,The Newfoundland Club (UK),club,https://www.thenewfoundlandclub.co.uk/,none,https://www.thenewfoundlandclub.co.uk/index.html,,no,Founded 1886 — one of world's oldest breed clubs,2026-07-15,new
newfoundland,UK Newfoundlands Info,other,https://uknewfoundlands.info/,none,https://uknewfoundlands.info/,,no,"Non-commercial enthusiast database (Paul & Alison Dodd) — pedigrees, UK show/working results",2026-07-15,new
